id,name,nameDisplay,abv,isOrganic,isRetired,createDate,updateDate,glass.name,style.category.name,style.category.createDate,style.name,style.shortName,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,ibu,available.name,year,style.ogMax,srm.name,servingTemperature,style.category.updateDate
Y6VFJW,Rye IPA,Rye IPA,6.8,N,N,2012-01-03 02:44:07,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,
HyTdTM,Rye Times,Rye Times,,N,N,2013-05-03 21:34:47,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Rye Ale or Lager with or without Yeast,Rye Ale,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:44:12,,Limited,,,,,
VdK5qM,Rye Way 117,Rye Way 117,7.4,N,N,2014-04-17 11:31:11,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Honey Lager or Ale,Honey Beer,,100.0,2.5,12.0,1.0,100.0,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:45:03,,,,,,,
lDDTXD,Ryeday the 13th,Ryeday the 13th,5.5,N,N,2013-11-21 17:24:48,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Rye Ale or Lager with or without Yeast,Rye Ale,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:44:12,,,,,,,
WbvFmE,S Bus Imperial Brown,S Bus Imperial Brown,,N,N,2013-05-03 21:36:19,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Brown Ale,American Brown,25.0,45.0,4.0,6.4,15.0,26.0,1.04,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:27:35,,Limited,,,,,
a5LtHp,Sacramento Beer Week Beer,Sacramento Beer Week Beer,9.0,N,N,2012-01-03 02:44:08,2018-11-02 02:15:14,Pint,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,,100.0,2.5,25.0,1.0,100.0,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,Limited,,,,,
mcvkTZ,Safari Amber,Safari Amber,5.0,N,N,2018-04-28 19:33:25,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,30.0,40.0,4.5,6.0,11.0,18.0,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,,,,,,
4neIJi,Saison Dans La Maison ,Saison Dans La Maison ,5.6,Y,N,2015-05-21 22:25:58,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,French & Belgian-Style Saison,Saison,20.0,40.0,4.5,8.5,4.0,14.0,1.055,1.004,1.016,2012-03-21 20:06:46,2015-04-07 15:34:55,20.0,,,,,,
yh28GV,Sakitumi,Sakitumi,9.0,N,N,2017-09-09 16:34:31,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,,100.0,2.5,25.0,1.0,100.0,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,42.0,,,,,,
htJQLM,Salted Grapefruit Farmhouse Ale,Salted Grapefruit Farmhouse Ale,5.2,N,N,2015-09-03 13:17:36,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,French & Belgian-Style Saison,Saison,20.0,40.0,4.5,8.5,4.0,14.0,1.055,1.004,1.016,2012-03-21 20:06:46,2015-04-07 15:34:55,,,,,,,
CLsadV,Sans Souci,Sans Souci,5.9,N,N,2018-03-22 12:50:00,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,French & Belgian-Style Saison,Saison,20.0,40.0,4.5,8.5,4.0,14.0,1.055,1.004,1.016,2012-03-21 20:06:46,2015-04-07 15:34:55,30.0,,,,,,
mjwrcO,Satellite Stout,Satellite Stout,5.5,N,N,2012-01-03 02:44:10,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Stout,American Stout,35.0,60.0,5.7,8.8,40.0,40.0,1.05,1.01,1.022,2012-03-21 20:06:46,2015-04-07 15:28:43,,,,,,,
37s6fV,Say Sean Huell Melon Dry Hopped Saison,Say Sean Huell Melon Dry Hopped Saison,4.0,N,N,2015-09-02 03:39:56,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,French & Belgian-Style Saison,Saison,20.0,40.0,4.5,8.5,4.0,14.0,1.055,1.004,1.016,2012-03-21 20:06:46,2015-04-07 15:34:55,,,,,,,
Api83U,Scare City 1,Scare City 1,7.5,N,N,2014-10-20 14:55:35,2018-11-02 02:15:14,,North American Lager,2012-03-21 20:06:46,American-Style Pilsener,American Pilsener,25.0,40.0,5.0,6.0,3.0,6.0,1.045,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:40:08,60.0,Limited,,,,,
WFT0UY,Scare City 4 Imperial Wheat Wine,Scare City 4 Imperial Wheat Wine,9.7,N,N,2015-05-24 15:25:53,2018-11-02 02:15:14,Snifter,North American Origin Ales,2012-03-21 20:06:45,American-Style Wheat Wine Ale,Wheatwine,45.0,85.0,8.4,12.0,8.0,15.0,1.088,1.024,1.032,2012-03-21 20:06:46,2015-04-07 15:27:17,,Limited,,,,,
IzBcZt,Scotch-Style Ale,Scotch-Style Ale,7.3,N,N,2015-04-16 21:27:58,2018-11-02 02:15:14,,British Origin Ales,2012-03-21 20:06:45,Scotch Ale,Scotch Ale,25.0,35.0,6.2,8.0,15.0,30.0,1.072,1.016,1.028,2012-03-21 20:06:45,2015-04-07 15:21:11,,,,,,,
Z4LnaP,Second Helping IPA,Second Helping IPA,7.4,N,N,2014-01-22 00:06:34,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,Limited,,,,,
gvFuE2,Select 55,Select 55,4.0,N,N,2012-01-03 02:44:12,2018-11-02 02:15:14,Pint,North American Lager,2012-03-21 20:06:46,American-Style Light (Low Calorie) Lager,American Light Lager,5.0,10.0,3.5,4.4,2.0,4.0,1.024,1.002,1.008,2012-03-21 20:06:46,2015-04-07 15:39:35,,Year Round,,,,,
VgbSMs,Selkie,Selkie,4.9,N,N,2017-09-01 20:26:29,2018-11-02 02:15:14,,Irish Origin Ales,2012-03-21 20:06:45,Irish-Style Red Ale,Irish Red,20.0,28.0,4.0,4.5,11.0,18.0,1.04,1.01,1.014,2012-03-21 20:06:45,2015-04-07 15:23:38,,,,,,,
8vbUYR,Session Rye,Session Rye,4.5,N,N,2015-10-19 14:52:48,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Rye Ale or Lager with or without Yeast,Rye Ale,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:44:12,31.0,,,,,,
uAYQwf,Shadow's Wild Black,Shadow's Wild Black,8.0,N,N,2014-08-28 17:49:28,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Fruit Beer,Fruit Beer,5.0,70.0,2.5,12.0,5.0,50.0,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:21,,Year Round,,,,,
gVuwQ6,Shameless McDale,Shameless McDale,4.8,N,N,2015-06-17 21:43:32,2018-11-02 02:15:14,Pint,Irish Origin Ales,2012-03-21 20:06:45,Irish-Style Red Ale,Irish Red,20.0,28.0,4.0,4.5,11.0,18.0,1.04,1.01,1.014,2012-03-21 20:06:45,2015-04-07 15:23:38,22.0,Winter,,,10.0,cold,
1qx64W,Shamrock'n Rye Ale,Shamrock'n Rye Ale,6.6,N,N,2013-02-26 12:40:31,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Rye Ale or Lager with or without Yeast,Rye Ale,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:44:12,,Limited,,,,,
N87g0e,Shipwrecker Circus,Shipwrecker Circus,10.5,N,N,2014-08-27 18:43:22,2018-11-02 02:15:14,,British Origin Ales,2012-03-21 20:06:45,British-Style Barley Wine Ale,British Barleywine,40.0,60.0,8.4,12.0,14.0,22.0,1.085,1.024,1.028,2012-03-21 20:06:45,2015-04-07 15:21:27,,,,,,,
FtZRre,Sidcar Orange IPA,Sidcar Orange IPA,6.8,N,N,2018-09-25 20:10:38,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,35.0,,,,,,
lPcmND,SideCar,SideCar,5.6,N,N,2013-05-10 18:55:13,2018-11-02 02:15:14,Pint,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,30.0,40.0,4.5,6.0,11.0,18.0,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,,,,,,
LB8JzL,Sidecar Orange Pale Ale,Sidecar Orange Pale Ale,5.6,N,N,2016-12-19 20:48:21,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,30.0,42.0,4.5,5.6,6.0,14.0,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,35.0,,,,,,
z71HIM,Sierra Nevada Torpedo Cask,Sierra Nevada Torpedo Cask,7.2,N,N,2018-06-13 14:19:44,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,
GCDyUs,Silent Night,Silent Night,11.0,N,Y,2015-11-06 18:38:29,2018-11-02 02:15:14,Tulip,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Dark Strong Ale,Belgian Dark Strong,20.0,50.0,7.0,11.0,9.0,35.0,1.064,1.012,1.024,2012-03-21 20:06:46,2015-04-07 15:32:23,39.0,Not Available,,,,,
ULNeg7,Simcoe Pale Ale,Simcoe Pale Ale,5.2,Y,N,2015-07-14 20:39:20,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,30.0,42.0,4.5,5.6,6.0,14.0,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,47.0,,,,,,
lsUdvK,Simmer Down Brown,Simmer Down Brown,7.0,N,N,2012-12-05 11:48:30,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Brown Ale,American Brown,25.0,45.0,4.0,6.4,15.0,26.0,1.04,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:27:35,,Limited,,,,,
f1MEZQ,Single Barrel Rompo,Single Barrel Rompo,,Y,N,2015-07-15 16:44:21,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Beer,BBL Aged,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:46:27,,,,,,,
P8KXUd,Single Hop Amarillo IPA,Single Hop Amarillo IPA,6.7,N,N,2018-09-19 14:35:54,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,
dqKU6w,Single Hop Cascade IPA,Single Hop Cascade IPA,6.3,N,N,2017-09-07 14:47:56,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,45.0,Seasonal,,,,,
dlm9nV,Single Hop Citra IPL,Single Hop Citra IPL,5.5,N,N,2018-09-19 14:47:41,2018-11-02 02:15:14,,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,5.0,13.0,3.8,5.0,2.0,4.0,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,,,,,,,
G5Uxww,Single Hop El Dorado Session IPA,Single Hop El Dorado Session IPA,4.6,N,N,2018-09-19 14:58:35,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Session India Pale Ale,Session IPA,,,,,,,,,,2015-04-07 17:07:27,,,,,,,,
1S3Le4,Single Hop Mosaic Double IPA,Single Hop Mosaic Double IPA,6.6,N,N,2018-09-19 14:42:05,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,47.0,,,,,,
Mvh5U2,Single Hop Series: Liberty,Single Hop Series: Liberty,5.0,Y,N,2015-07-15 16:52:15,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,44.0,,,,,,
OH98hq,Sinner's Son,Sinner's Son,12.4,N,N,2018-04-05 16:25:18,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,50.0,80.0,7.0,12.0,40.0,40.0,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,60.0,,,,,,
8ftXVJ,Six Grain Harvest Lager (Batch No. 63118),Six Grain Harvest Lager (Batch No. 63118),5.5,N,N,2014-02-15 12:55:28,2018-11-02 02:15:14,Pint,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,5.0,13.0,3.8,5.0,2.0,4.0,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,,Limited,,,,,
e0bg5f,Six Rights IPA -  Beer Camp,Six Rights IPA -  Beer Camp,8.0,N,N,2016-05-09 13:18:51,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,
CI8j2t,Sleight of Hand,Sleight of Hand,8.3,N,N,2013-02-08 12:10:59,2018-11-02 02:15:14,,,,,,,,,,,,,,,,,,Limited,,,,,
1EDyEY,Smaug's Breath,Smaug's Breath,11.0,N,N,2018-05-10 22:33:09,2018-11-02 02:15:14,,British Origin Ales,2012-03-21 20:06:45,British-Style Imperial Stout,British Imperial Stout,45.0,65.0,7.0,12.0,20.0,35.0,1.08,1.02,1.03,2012-03-21 20:06:45,2015-04-07 15:22:41,,,,,,,
FlmKOv,Smidy,Smidy,5.2,N,N,2014-06-17 14:53:18,2018-11-02 02:15:14,,British Origin Ales,2012-03-21 20:06:45,Sweet or Cream Stout,Sweet Stout,15.0,25.0,3.0,6.0,40.0,40.0,1.045,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:24:41,,,,,,,
9BJRbZ,Smithwick's Premium Red Ale,Smithwick's Premium Red Ale,4.5,N,N,2018-04-26 23:06:25,2018-11-02 02:15:14,,Irish Origin Ales,2012-03-21 20:06:45,Irish-Style Red Ale,Irish Red,20.0,28.0,4.0,4.5,11.0,18.0,1.04,1.01,1.014,2012-03-21 20:06:45,2015-04-07 15:23:38,,,,,,,
K6s9S1,Smoke on The Water,Smoke on The Water,7.0,N,N,2013-05-03 21:38:15,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Smoke Beer (Lager or Ale),Smoke Beer,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:45:19,,Limited,,,,,
xh62VZ,Sneaky Pete,Sneaky Pete,10.0,N,N,2012-01-03 02:44:15,2018-11-02 02:15:14,Snifter,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,Seasonal,,,,,
FxxNhs,Snow Cone IPA,Snow Cone IPA,7.0,N,N,2012-12-07 11:52:05,2018-11-02 02:15:14,Pint,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,Limited,,,,,
P2rD30,Snow Glare,Snow Glare,6.0,N,N,2018-03-16 17:43:24,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,30.0,42.0,4.5,5.6,6.0,14.0,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,23.0,,,,,,
LPjakS,Snow Wit,Snow Wit,5.7,N,N,2014-03-13 01:35:34,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,40.0,,,,,,
Ieu3Wi,Snowday Porter,Snowday Porter,,Y,N,2015-07-14 21:45:49,2018-11-02 02:15:14,,British Origin Ales,2012-03-21 20:06:45,Brown Porter,Brown Porter,20.0,30.0,4.5,6.0,20.0,35.0,1.04,1.006,1.014,2012-03-21 20:06:45,2015-04-07 15:21:43,,,,,,,
14UQ4N,Snowman Stout,Snowman Stout,5.2,Y,N,2015-07-14 20:20:28,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Stout,American Stout,35.0,60.0,5.7,8.8,40.0,40.0,1.05,1.01,1.022,2012-03-21 20:06:46,2015-04-07 15:28:43,28.0,,,,,,
Bzl1Jw,Solar Coaster,Solar Coaster,6.1,N,N,2014-09-05 02:56:49,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,,100.0,2.5,25.0,1.0,100.0,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,,,,,,
fX6odn,Solar Storm - Beer Camp #71,Solar Storm - Beer Camp #71,5.8,N,N,2014-08-28 17:42:15,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,
NZ5gEX,Sour Cherry Ten FIDY,Sour Cherry Ten FIDY,10.0,N,N,2013-05-03 21:36:46,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Sour Beer,BBL Aged Sour,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:46:56,,Limited,,,,,
2ZwqMd,Sour Inc: Apple Rhubarb,Sour Inc: Apple Rhubarb,4.5,N,N,2018-09-24 20:33:55,2018-11-02 02:15:14,,German Origin Ales,2012-03-21 20:06:46,Leipzig-Style Gose,Leipzig Gose,10.0,15.0,4.4,5.4,3.0,9.0,1.036,1.008,1.012,2012-03-21 20:06:46,2015-04-07 17:09:35,,,,,,,
zcGmvP,Sour Inc: Honey Ginger,Sour Inc: Honey Ginger,4.5,N,N,2018-06-11 19:26:28,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Sour Ale,Sour,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:28:32,,,,,,,
nbVcip,Sour Inc: Sour Stout With Cherries,Sour Inc: Sour Stout With Cherries,6.7,N,N,2018-11-01 19:49:26,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Specialty Stouts,Stout,35.0,50.0,7.0,12.0,40.0,40.0,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:58,,,,,,,
Tw2gsB,Sour Pineapple,Sour Pineapple,6.1,N,N,2018-08-18 21:55:45,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Sour Ale,Sour,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:28:32,,,,,,,
1SYQ5O,Southern Gothic Session Pils,Southern Gothic Session Pils,5.6,N,N,2017-07-15 17:13:34,2018-11-02 02:15:14,,European-germanic Lager,2012-03-21 20:06:46,German-Style Pilsener,German Pilsener,25.0,40.0,4.0,5.0,3.0,4.0,1.044,1.006,1.012,2012-03-21 20:06:46,2015-04-07 15:35:59,40.0,,,,,,
xXJuyA,Southern Hemisphere Harvest,Southern Hemisphere Harvest,6.7,N,N,2012-01-03 02:44:15,2018-11-02 02:15:14,Flute,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,30.0,42.0,4.5,5.6,6.0,14.0,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,66.0,Limited,,,,,
Uwcqsj,Southern Hemisphere Hopped ESB,Southern Hemisphere Hopped ESB,6.0,N,N,2013-11-19 15:30:55,2018-11-02 02:15:14,,British Origin Ales,2012-03-21 20:06:45,Extra Special Bitter,ESB,30.0,45.0,4.8,5.8,8.0,14.0,1.046,1.01,1.016,2012-03-21 20:06:45,2015-04-07 15:19:20,,,,,,,
7SC2N0,Southern Hemisphere Session IPA,Southern Hemisphere Session IPA,4.6,N,N,2018-08-11 23:13:03,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Session India Pale Ale,Session IPA,,,,,,,,,,2015-04-07 17:07:27,,40.0,,,,,,
KfC3l9,Spanglish Fly,Spanglish Fly,8.0,N,N,2015-04-27 14:51:30,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,French-Style Bière de Garde,Bière de Garde,20.0,30.0,4.5,8.0,8.0,16.0,1.06,1.012,1.024,2012-03-21 20:06:46,2015-04-07 15:34:08,,,,,,,
8TQNbT,Spinner,Spinner,5.6,N,N,2017-11-22 18:05:51,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,54.0,,,,,,
zJigjF,Spinnerbait,Spinnerbait,6.0,N,N,2015-03-26 01:17:41,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Flanders Oud Bruin or Oud Red Ales,Flanders Red,15.0,25.0,4.8,6.5,12.0,20.0,1.044,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:31:39,25.0,Seasonal,,,,,
i1jKN5,Spring Heat Spiced Wheat,Spring Heat Spiced Wheat,5.2,N,Y,2012-01-03 02:44:16,2018-11-02 02:15:14,Pint,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style White (or Wit) / Belgian-Style Wheat,Witbier,10.0,17.0,4.8,5.2,2.0,4.0,1.044,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:32:30,,Not Available,,,,,
dODEDo,Spruce Beersteen,Spruce Beersteen,6.0,Y,N,2015-07-14 20:27:00,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Black Ale,Black Ale,50.0,70.0,6.0,7.5,35.0,35.0,1.056,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:28:36,67.0,,,,,,
sYYgGI,Squeeze Box,Squeeze Box,6.1,N,N,2016-11-15 14:35:11,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,45.0,,,,,,
0c3ltk,St. Benny's Labby Style Ale,St. Benny's Labby Style Ale,,N,N,2018-04-30 00:12:31,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Strong Ale,Belgian Pale Strong,20.0,50.0,7.0,11.0,4.0,10.0,1.064,1.012,1.024,2012-03-21 20:06:46,2015-04-07 15:32:16,,,,,,,
onllb0,Station 3,Station 3,5.7,N,N,2014-12-10 17:02:56,2018-11-02 02:15:14,,German Origin Ales,2012-03-21 20:06:46,South German-Style Hefeweizen / Hefeweissbier,Hefeweizen,10.0,15.0,4.9,5.5,3.0,9.0,1.047,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:29:27,,,,,,,
oqsjeJ,Steady As She Gose,Steady As She Gose,5.7,N,N,2014-04-23 10:15:03,2018-11-02 02:15:14,,German Origin Ales,2012-03-21 20:06:46,Leipzig-Style Gose,Leipzig Gose,10.0,15.0,4.4,5.4,3.0,9.0,1.036,1.008,1.012,2012-03-21 20:06:46,2015-04-07 17:09:35,,,,,,,
h7N6T9,Stephan Urquell ,Stephan Urquell ,4.0,Y,N,2015-05-21 22:27:16,2018-11-02 02:15:14,,International Styles,2012-03-21 20:06:46,International-Style Pilsener,International Pilsener,17.0,30.0,4.5,5.3,3.0,4.0,1.044,1.008,1.01,2012-03-21 20:06:46,2015-04-07 15:42:11,40.0,,,,,,
xg7BJX,Sticky Icky,Sticky Icky,6.5,N,N,2014-06-17 15:00:53,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,80.0,,,,,,
D4I0lX,Stone Cold Peach,Stone Cold Peach,5.6,Y,N,2015-07-14 21:29:28,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,French & Belgian-Style Saison,Saison,20.0,40.0,4.5,8.5,4.0,14.0,1.055,1.004,1.016,2012-03-21 20:06:46,2015-04-07 15:34:55,30.0,,,,,,
eBelPz,Stone Mill Organic Pale Ale,Stone Mill Organic Pale Ale,5.5,N,N,2012-01-03 02:43:18,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,30.0,42.0,4.5,5.6,6.0,14.0,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,,,,,
qvtSfO,Stoopid Wit,Stoopid Wit,6.0,N,N,2016-08-07 00:47:19,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style White (or Wit) / Belgian-Style Wheat,Witbier,10.0,17.0,4.8,5.2,2.0,4.0,1.044,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:32:30,,Seasonal,,,,,
rHCSHp,Stout,Stout,5.8,N,N,2012-01-03 02:44:18,2018-11-02 02:15:14,Pint,North American Origin Ales,2012-03-21 20:06:45,American-Style Stout,American Stout,35.0,60.0,5.7,8.8,40.0,40.0,1.05,1.01,1.022,2012-03-21 20:06:46,2015-04-07 15:28:43,50.0,Year Round,,,Over 40,,
fDUiV9,Strawberry Moon,Strawberry Moon,4.3,N,N,2017-07-21 13:28:51,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Sour Ale,Sour,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:28:32,10.0,,,,,,
ZyZ1g3,Strawberry White Pale Ale,Strawberry White Pale Ale,5.1,N,N,2018-10-28 21:31:46,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,
