id,name,nameDisplay,abv,isRetired,createDate,updateDate,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,style.ogMax,ibu,available.name,available.description,Brewery,year,style.category.description,style.category.updateDate,Average ABV,Average IBU
mNyP5Q,Zeus IPA,Zeus IPA,6.0,N,2014-01-22 14:17:56,2015-12-17 08:46:51,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,Boston Beer Company,,,,,
dbOQPP,Bohemia,Bohemia,5.3,N,2012-01-03 02:42:52,2018-08-22 15:44:07,North American Lager,2012-03-21 20:06:46,American-Style Premium Lager,American Premium Lager,"This style has low malt (and adjunct) sweetness, is medium bodied, and should contain no or a low percentage (less than 25%) of adjuncts. Color may be light straw to golden. Alcohol content and bitterness may also be greater. Hop aroma and flavor is low or negligible. Light fruity esters are acceptable. Chill haze and diacetyl should be absent. Note: Some beers marketed as ""premium"" (based on price) may not fit this definition.",6.0,15.0,4.3,5.0,2.0,6.0,1.044,1.01,1.014,2012-03-21 20:06:46,2015-04-07 15:40:04,,,Year Round,Available year round as a staple beer.,CCM(Tecate),,,,,
omcVvl,Carta Blanca,Carta Blanca,,N,2012-01-03 02:42:57,2015-12-15 23:14:52,North American Lager,2012-03-21 20:06:46,American-Style Premium Lager,American Premium Lager,"This style has low malt (and adjunct) sweetness, is medium bodied, and should contain no or a low percentage (less than 25%) of adjuncts. Color may be light straw to golden. Alcohol content and bitterness may also be greater. Hop aroma and flavor is low or negligible. Light fruity esters are acceptable. Chill haze and diacetyl should be absent. Note: Some beers marketed as ""premium"" (based on price) may not fit this definition.",6.0,15.0,4.3,5.0,2.0,6.0,1.044,1.01,1.014,2012-03-21 20:06:46,2015-04-07 15:40:04,,,,,CCM(Tecate),,,,,
s5lxSd,Dos Equis Amber,Dos Equis Amber,4.7,N,2012-01-03 02:43:05,2016-03-07 18:49:28,European-germanic Lager,2012-03-21 20:06:46,Vienna-Style Lager,Vienna Lager,"Beers in this category are reddish brown or copper colored. They are medium in body. The beer is characterized by malty aroma and slight malt sweetness. The malt aroma and flavor should have a notable degree of toasted and/or slightly roasted malt character. Hop bitterness is clean and crisp. Noble-type hop aromas and flavors should be low or mild. Diacetyl, chill haze and ale-like fruity esters should not be perceived.",22.0,28.0,4.8,5.4,12.0,16.0,1.046,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:36:42,,,Year Round,Available year round as a staple beer.,CCM(Tecate),,,,,
UPUlc4,Dos Equis Lager Especial,Dos Equis Lager Especial,4.5,N,2012-01-03 02:43:05,2018-07-26 20:47:32,North American Lager,2012-03-21 20:06:46,American-Style Premium Lager,American Premium Lager,"This style has low malt (and adjunct) sweetness, is medium bodied, and should contain no or a low percentage (less than 25%) of adjuncts. Color may be light straw to golden. Alcohol content and bitterness may also be greater. Hop aroma and flavor is low or negligible. Light fruity esters are acceptable. Chill haze and diacetyl should be absent. Note: Some beers marketed as ""premium"" (based on price) may not fit this definition.",6.0,15.0,4.3,5.0,2.0,6.0,1.044,1.01,1.014,2012-03-21 20:06:46,2015-04-07 15:40:04,,10.0,Year Round,Available year round as a staple beer.,CCM(Tecate),,,,,
5Emh0o,Dos Equis Mexican Pale Ale,Dos Equis Mexican Pale Ale,5.5,N,2018-12-05 21:00:17,2020-02-11 12:34:16,International Ale Styles,2012-03-21 20:06:46,International-Style Pale Ale,International Pale,"International-style pale ales range from deep golden to copper in color. The style is characterized by wide range of hop characters unlike fruity, floral and citrus-like American-variety hop character and unlike earthy, herbal English-variety hop character. Moderate to high hop bitterness, flavor, and aroma is evident. International pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30.0,42.0,4.5,5.5,6.0,14.0,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:35:08,,,,,CCM(Tecate),,,,,
8IjFvs,Indio Plata,Indio Plata,,N,2015-06-03 18:09:59,2018-08-22 15:39:03,International Styles,2012-03-21 20:06:46,International-Style Pilsener,International Pilsener,"International Pilseners are straw/golden in color and are well attenuated. This medium-bodied beer is often brewed with rice, corn, wheat, or other grain or sugar adjuncts making up part of the mash. Hop bitterness is low to medium. Hop flavor and aroma are low. Residual malt sweetness is low--it does not predominate but may be perceived. Fruity esters and diacetyl should not be perceived. Very low levels of sweet corn-like dimethylsulfide (DMS) character, if perceived, are acceptable. There should be no chill haze.",17.0,30.0,4.5,5.3,3.0,4.0,1.044,1.008,1.01,2012-03-21 20:06:46,2015-04-07 15:42:11,,,,,CCM(Tecate),,,,,
bLbQyH,Noche Buena Special Holiday Amber Beer,Noche Buena Special Holiday Amber Beer,,N,2012-01-03 02:43:46,2014-10-07 18:33:58,North American Lager,2012-03-21 20:06:46,American-Style Premium Lager,American Premium Lager,"This style has low malt (and adjunct) sweetness, is medium bodied, and should contain no or a low percentage (less than 25%) of adjuncts. Color may be light straw to golden. Alcohol content and bitterness may also be greater. Hop aroma and flavor is low or negligible. Light fruity esters are acceptable. Chill haze and diacetyl should be absent. Note: Some beers marketed as ""premium"" (based on price) may not fit this definition.",6.0,15.0,4.3,5.0,2.0,6.0,1.044,1.01,1.014,2012-03-21 20:06:46,2015-04-07 15:40:04,,,,,CCM(Tecate),,,,,
4ap3mq,Sol,Sol,4.5,N,2012-01-03 02:42:58,2019-07-12 15:06:21,North American Lager,2012-03-21 20:06:46,American-Style Premium Lager,American Premium Lager,"This style has low malt (and adjunct) sweetness, is medium bodied, and should contain no or a low percentage (less than 25%) of adjuncts. Color may be light straw to golden. Alcohol content and bitterness may also be greater. Hop aroma and flavor is low or negligible. Light fruity esters are acceptable. Chill haze and diacetyl should be absent. Note: Some beers marketed as ""premium"" (based on price) may not fit this definition.",6.0,15.0,4.3,5.0,2.0,6.0,1.044,1.01,1.014,2012-03-21 20:06:46,2015-04-07 15:40:04,,,Year Round,Available year round as a staple beer.,CCM(Tecate),,,,,
IPhAuu,Tecate,Tecate,4.5,N,2012-01-03 02:44:21,2017-10-10 02:36:22,North American Lager,2012-03-21 20:06:46,American-Style Premium Lager,American Premium Lager,"This style has low malt (and adjunct) sweetness, is medium bodied, and should contain no or a low percentage (less than 25%) of adjuncts. Color may be light straw to golden. Alcohol content and bitterness may also be greater. Hop aroma and flavor is low or negligible. Light fruity esters are acceptable. Chill haze and diacetyl should be absent. Note: Some beers marketed as ""premium"" (based on price) may not fit this definition.",6.0,15.0,4.3,5.0,2.0,6.0,1.044,1.01,1.014,2012-03-21 20:06:46,2015-04-07 15:40:04,,,Year Round,Available year round as a staple beer.,CCM(Tecate),,,,,
TOCZJl,Tecate Light,Tecate Light,3.7,N,2016-10-16 15:37:13,2020-05-04 21:21:19,North American Lager,2012-03-21 20:06:46,American-Style Light (Low Calorie) Lager,American Light Lager,"These beers are extremely light colored, light in body, and high in carbonation. Calorie level should not exceed 125 per 12 ounce serving. Corn, rice, or other grain or sugar adjuncts are often used. Flavor is mild and hop bitterness and aroma is negligible to very low. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5.0,10.0,3.5,4.4,2.0,4.0,1.024,1.002,1.008,2012-03-21 20:06:46,2015-04-07 15:39:35,,,,,CCM(Tecate),,,,,
vfVmnb,Tecate Michelada Diablo,Tecate Michelada Diablo,4.5,N,2018-09-25 18:23:35,2018-09-25 18:24:13,Hybrid/mixed Beer,2012-03-21 20:06:46,Herb and Spice Beer,Spice Beer,"Herb beers use herbs or spices (derived from roots, seeds, fruits, vegetable, flowers, etc.) other than or in addition to hops to create a distinct (ranging from subtle to intense) character, though individual characters of herbs and/or spices used may not always be identifiable. Under hopping often, but not always, allows the spice or herb to contribute to the flavor profile. Positive evaluations are significantly based on perceived balance of flavors. Note: Chili-flavored beers that emphasize heat rather than chili flavor should be entered as a ""spiced"" beer.  A statement by the brewer explaining what herbs or spices are used is essential in order for fair assessment in competitions. Specifying a style upon which the beer is based may help evaluation. If this beer is a classic style with an herb or spice, the brewer should specify the classic style. If no Chocolate or Coffee category exists in a competition, then chocolate and coffee beers should be entered in this category.",5.0,70.0,2.5,12.0,5.0,50.0,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:45,,10.0,,,CCM(Tecate),,,,,
FK7ZZt,Batch 19,Batch 19,5.5,N,2012-09-08 23:20:31,2019-07-10 18:00:16,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5.0,13.0,3.8,5.0,2.0,4.0,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,,,Year Round,Available year round as a staple beer.,Coors Brewing Company,,,,,
QvaLLl,Chimp,Chimp,9.5,N,2013-02-08 12:13:05,2015-12-16 23:38:59,Hybrid/mixed Beer,2012-03-21 20:06:46,Fruit Wheat Ale or Lager with or without Yeast,Fruit Wheat Ale,"This beer can be made using either ale or lager yeast. It can be brewed with 30 to 75 percent malted wheat. Fruit or fruit extracts contribute flavor and/or aroma. Perceived fruit qualities should be authentic and replicate true fruit complexity as much as possible. Color should reflect a degree of fruit's color. Hop rates may be low to medium. Hop characters may be light to moderate in bitterness, flavor and aroma. Fruity-estery aroma and flavor from yeast can be typical but at low levels; however, phenolic, clovelike characteristics should not be perceived. Body should be light to medium in character. Diacetyl should not be perceived. When this style is served with yeast the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Chill haze is also acceptable. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of malt and hops. Brewer may indicate on the bottle whether the yeast should be intentionally roused or if they prefer that the entry be poured as quietly as possible.",10.0,35.0,3.8,5.0,2.0,10.0,1.036,1.004,1.016,2012-03-21 20:06:46,2015-04-07 15:43:55,,,,,Coors Brewing Company,,,,,
